property_id,property_name,property_type,city,address,monthly_rent,status,bedrooms,bathrooms,sqft,amenities,latitude,longitude,created_at
318,San Antonio Gardens 318,Condo,San Antonio,122 Main St,3032,Maintenance,2,2.5,1057,"Storage, Elevator, Pool, Clubhouse, Laundry, Balcony",33.08377,-96.537594,2024-09-10
319,San Antonio Park 319,Townhouse,San Antonio,934 Main St,3999,Available,3,2.5,1293,"Security, Balcony, Pet Friendly, Elevator, Gym",32.541625,-96.309727,2025-07-22
320,San Antonio Lakeview 320,Villa,San Antonio,437 Market Blvd,2559,Available,2,2.0,1212,"Elevator, Pet Friendly, Laundry, Pool, Balcony, Clubhouse",31.192627,-97.40666,2025-07-09
321,Austin Residency 321,Villa,Austin,771 Elm St,3329,Occupied,4,1.5,2867,"Gym, Balcony, Storage, Pet Friendly",33.1849,-95.084781,2024-06-10
322,Plano Square 322,Apartment,Plano,752 Lake Rd,3896,Available,3,3.0,1134,"Parking, Security, Laundry, Pet Friendly",30.761718,-95.890366,2024-06-04
323,Houston Square 323,Apartment,Houston,588 Oak Ave,1057,Occupied,2,1.5,3156,"Storage, Pet Friendly, Elevator, Security",29.791296,-98.221836,2025-05-29
324,Arlington Park 324,Townhouse,Arlington,327 Oak Ave,2962,Available,2,2.5,2590,"Pet Friendly, Parking, Laundry, Clubhouse",33.090853,-95.260977,2026-02-14
325,Houston Villas 325,Apartment,Houston,503 Elm St,3477,Occupied,2,2.5,2656,"Pet Friendly, Laundry, Elevator, Clubhouse, Parking, Balcony",32.273661,-97.16869,2026-01-30
326,Dallas Square 326,Single Family Home,Dallas,745 Main St,2821,Maintenance,1,2.5,823,"Elevator, Storage, Laundry, Security",29.837381,-97.144108,2024-07-13
327,San Antonio Residency 327,Condo,San Antonio,897 Elm St,4118,Occupied,3,2.0,1821,"Balcony, Parking, Gym, Pet Friendly, Security, Laundry",30.016543,-96.747698,2025-12-13
328,Austin Square 328,Condo,Austin,267 Main St,2796,Available,3,2.0,752,"Clubhouse, Pool, Balcony, Gym",32.121011,-95.324931,2024-04-03
329,Fort Worth Lakeview 329,Condo,Fort Worth,992 Oak Ave,1299,Occupied,4,2.0,2795,"Laundry, Elevator, Storage, Parking",32.388911,-95.307115,2024-06-15
330,Austin Park 330,Villa,Austin,609 Market Blvd,2668,Occupied,4,1.0,1911,"Balcony, Gym, Pool, Clubhouse, Laundry, Parking",31.878961,-97.614112,2025-07-10
331,Dallas Lakeview 331,Single Family Home,Dallas,743 Elm St,1838,Occupied,3,1.5,3061,"Laundry, Clubhouse, Pool, Balcony, Storage, Parking",30.556496,-96.584304,2026-04-19
332,Houston Park 332,Apartment,Houston,282 Oak Ave,1175,Available,2,1.5,2079,"Storage, Balcony, Security",32.921346,-98.32839,2025-11-19
333,San Antonio Heights 333,Single Family Home,San Antonio,876 Market Blvd,3294,Available,4,3.0,2952,"Storage, Security, Parking, Clubhouse, Gym, Elevator",30.989993,-97.173712,2025-07-17
334,Fort Worth Lakeview 334,Townhouse,Fort Worth,189 Market Blvd,1449,Occupied,3,1.5,1774,"Elevator, Pet Friendly, Storage, Balcony, Parking, Security",31.699785,-95.072275,2026-01-11
335,San Antonio Villas 335,Condo,San Antonio,298 Main St,2013,Occupied,3,2.0,2802,"Gym, Clubhouse, Elevator, Pet Friendly, Pool",32.792823,-97.685474,2024-05-01
336,Dallas Villas 336,Condo,Dallas,360 Main St,3970,Occupied,4,1.0,1499,"Laundry, Parking, Security, Gym, Balcony, Pool",29.73954,-97.795845,2024-11-11
337,San Antonio Gardens 337,Single Family Home,San Antonio,590 Market Blvd,4091,Available,3,2.0,675,"Security, Laundry, Parking, Elevator, Pool",30.379055,-95.581611,2026-03-27
338,Dallas Villas 338,Villa,Dallas,668 Elm St,3519,Maintenance,3,1.5,2536,"Clubhouse, Laundry, Parking, Elevator, Balcony",30.747703,-95.962625,2024-01-20
339,Houston Park 339,Single Family Home,Houston,291 Elm St,2398,Reserved,4,2.0,921,"Parking, Security, Laundry, Elevator, Balcony",32.64842,-96.501564,2024-04-29
340,San Antonio Villas 340,Townhouse,San Antonio,903 Main St,2062,Available,4,1.0,2345,"Security, Clubhouse, Balcony, Pool",31.537851,-97.887455,2026-03-07
341,Houston Villas 341,Apartment,Houston,246 Main St,1052,Maintenance,3,3.0,2626,"Pet Friendly, Security, Clubhouse, Elevator",32.758577,-97.413745,2025-06-12
342,Austin Heights 342,Villa,Austin,441 Market Blvd,2831,Occupied,4,1.0,2237,"Parking, Balcony, Storage",32.104683,-96.419993,2024-02-17
343,Fort Worth Park 343,Single Family Home,Fort Worth,787 Main St,1042,Occupied,4,2.0,3015,"Security, Pet Friendly, Elevator, Gym",30.668273,-97.382976,2024-10-06
344,Austin Villas 344,Villa,Austin,687 Oak Ave,1012,Occupied,2,1.0,2942,"Elevator, Security, Storage, Gym",30.195449,-96.034762,2024-06-24
345,Fort Worth Park 345,Townhouse,Fort Worth,283 Elm St,3164,Available,3,2.0,2467,"Clubhouse, Parking, Pool",31.042599,-98.198581,2025-08-29
346,Arlington Park 346,Single Family Home,Arlington,199 Market Blvd,2311,Occupied,2,2.0,1461,"Clubhouse, Gym, Pool",32.544979,-95.281088,2024-11-13
347,Arlington Park 347,Condo,Arlington,215 Lake Rd,1538,Available,2,1.5,3176,"Laundry, Gym, Security, Storage, Elevator",31.286491,-98.394076,2025-05-05
348,Arlington Villas 348,Villa,Arlington,645 Market Blvd,3425,Available,2,2.0,3003,"Laundry, Pool, Security",31.646525,-98.251766,2025-02-14
349,Irving Lakeview 349,Villa,Irving,906 Lake Rd,3194,Reserved,3,1.5,1301,"Pool, Security, Pet Friendly, Laundry, Elevator, Balcony",31.20902,-95.069282,2025-07-11
350,Houston Residency 350,Villa,Houston,415 Market Blvd,3978,Occupied,4,1.0,3001,"Storage, Clubhouse, Security",31.642807,-95.622919,2024-03-12
351,Fort Worth Park 351,Single Family Home,Fort Worth,730 Elm St,2974,Available,3,2.0,901,"Storage, Parking, Gym, Security",30.222258,-96.640605,2025-04-02
352,Houston Square 352,Villa,Houston,230 Lake Rd,2177,Occupied,4,2.0,2985,"Laundry, Security, Pool, Balcony, Parking",31.840218,-96.713516,2024-03-04
353,Plano Villas 353,Single Family Home,Plano,828 Market Blvd,3830,Occupied,1,1.0,2943,"Pool, Balcony, Parking, Storage, Pet Friendly",32.157777,-97.120061,2025-02-19
354,Irving Square 354,Condo,Irving,786 Oak Ave,3663,Occupied,3,1.5,1360,"Elevator, Laundry, Security, Storage",31.160324,-97.490352,2024-05-17
355,Dallas Lakeview 355,Apartment,Dallas,535 Elm St,1539,Occupied,4,1.0,2643,"Pool, Gym, Laundry, Clubhouse",31.2961,-95.738751,2024-07-03
356,Arlington Villas 356,Single Family Home,Arlington,520 Elm St,2793,Occupied,3,3.0,2225,"Laundry, Parking, Clubhouse, Storage",32.258197,-96.007545,2025-08-13
357,Plano Residency 357,Apartment,Plano,583 Main St,2929,Available,1,3.0,2159,"Pool, Gym, Balcony, Pet Friendly, Clubhouse, Parking",31.531749,-96.364753,2025-12-01
358,San Antonio Lakeview 358,Single Family Home,San Antonio,867 Lake Rd,3141,Occupied,1,2.0,694,"Storage, Security, Laundry, Gym, Clubhouse, Elevator",30.286279,-96.067321,2026-01-14
359,San Antonio Square 359,Apartment,San Antonio,384 Lake Rd,3318,Occupied,4,2.5,1342,"Storage, Parking, Balcony, Pet Friendly, Elevator",30.143875,-98.230982,2024-05-15
360,San Antonio Residency 360,Townhouse,San Antonio,918 Elm St,3986,Occupied,2,1.0,1106,"Clubhouse, Security, Gym, Storage",32.438847,-97.673314,2024-02-03
361,Plano Villas 361,Apartment,Plano,155 Lake Rd,1581,Occupied,2,3.0,2681,"Laundry, Pet Friendly, Clubhouse, Security, Storage, Pool",30.437999,-95.929736,2026-02-12
362,Fort Worth Heights 362,Apartment,Fort Worth,395 Market Blvd,2583,Occupied,2,2.5,2600,"Laundry, Storage, Clubhouse, Gym",30.208024,-95.454028,2025-01-26
363,Plano Park 363,Single Family Home,Plano,891 Oak Ave,1348,Occupied,4,1.0,2826,"Storage, Balcony, Security, Gym, Laundry, Parking",30.593704,-96.455381,2026-01-21
364,Houston Park 364,Single Family Home,Houston,459 Oak Ave,2233,Available,2,1.5,2893,"Pool, Parking, Laundry",30.041946,-98.136325,2026-01-12
365,San Antonio Gardens 365,Townhouse,San Antonio,882 Elm St,1047,Available,2,1.0,3187,"Storage, Pool, Elevator, Parking",32.697543,-98.045325,2026-04-02
366,Austin Square 366,Apartment,Austin,431 Lake Rd,1987,Occupied,4,1.5,1856,"Clubhouse, Balcony, Laundry",32.122775,-96.163473,2024-06-14
367,Fort Worth Park 367,Townhouse,Fort Worth,282 Market Blvd,2541,Reserved,1,2.5,2012,"Balcony, Gym, Clubhouse, Parking, Pet Friendly",33.127977,-97.797658,2024-04-21
368,Austin Heights 368,Single Family Home,Austin,609 Oak Ave,3464,Maintenance,3,1.5,1085,"Pool, Parking, Storage, Elevator, Balcony",32.246408,-95.77967,2025-10-30
369,Dallas Square 369,Apartment,Dallas,171 Elm St,2041,Occupied,4,2.5,1270,"Storage, Parking, Clubhouse, Pet Friendly, Laundry, Security",32.654172,-95.76672,2024-08-19
370,Dallas Villas 370,Condo,Dallas,647 Lake Rd,1446,Occupied,4,2.5,2973,"Security, Balcony, Laundry, Parking, Storage",33.189555,-96.23524,2024-03-23
371,Arlington Park 371,Townhouse,Arlington,852 Oak Ave,1673,Available,4,1.5,2921,"Pet Friendly, Balcony, Laundry, Parking, Security, Gym",31.402762,-95.40175,2024-05-23
372,Dallas Gardens 372,Villa,Dallas,143 Market Blvd,1926,Occupied,1,3.0,2653,"Clubhouse, Elevator, Storage, Parking, Laundry",30.887498,-97.317985,2024-05-01
373,Houston Lakeview 373,Single Family Home,Houston,146 Oak Ave,1560,Available,3,3.0,3023,"Parking, Gym, Clubhouse",31.98841,-96.850731,2025-12-19
374,Austin Residency 374,Apartment,Austin,164 Oak Ave,2208,Occupied,2,1.0,1048,"Storage, Pool, Elevator, Parking",31.440002,-95.702887,2025-03-12
375,Plano Park 375,Condo,Plano,272 Lake Rd,3752,Occupied,2,1.0,3009,"Pet Friendly, Parking, Gym, Clubhouse, Elevator",30.122609,-98.005671,2025-07-20
376,Austin Gardens 376,Condo,Austin,707 Lake Rd,1116,Available,2,3.0,1196,"Gym, Parking, Clubhouse, Elevator, Laundry, Security",30.327945,-98.188006,2025-03-02
377,Arlington Square 377,Villa,Arlington,901 Lake Rd,3570,Occupied,2,1.5,1759,"Pet Friendly, Gym, Parking, Balcony, Pool, Storage",31.842174,-98.191926,2024-12-22
378,Irving Residency 378,Apartment,Irving,383 Main St,1736,Reserved,3,1.5,1131,"Storage, Security, Pet Friendly",31.324756,-96.307375,2024-07-17
379,Fort Worth Lakeview 379,Villa,Fort Worth,924 Market Blvd,2987,Available,4,2.5,1372,"Parking, Security, Balcony",30.433564,-97.620164,2024-02-14
380,Fort Worth Residency 380,Apartment,Fort Worth,865 Lake Rd,1597,Occupied,3,1.5,769,"Pool, Pet Friendly, Clubhouse",31.774473,-97.359097,2024-08-23
381,Fort Worth Lakeview 381,Townhouse,Fort Worth,565 Oak Ave,1921,Maintenance,2,1.0,2339,"Pet Friendly, Pool, Clubhouse, Balcony, Storage, Parking",32.816711,-97.992706,2025-01-31
382,Plano Heights 382,Villa,Plano,972 Market Blvd,3538,Reserved,3,1.5,2118,"Security, Gym, Parking, Storage",31.69033,-97.517885,2025-04-14
383,Irving Square 383,Villa,Irving,321 Elm St,2158,Available,2,1.5,3122,"Storage, Elevator, Pet Friendly, Parking",31.140936,-96.673809,2025-04-29
384,Arlington Park 384,Townhouse,Arlington,851 Elm St,3965,Available,1,2.5,1660,"Storage, Pet Friendly, Gym, Balcony, Parking, Elevator",33.130644,-98.359795,2024-02-04
385,Irving Residency 385,Single Family Home,Irving,467 Lake Rd,3803,Occupied,3,2.5,1051,"Pool, Elevator, Parking, Security",32.261252,-95.175231,2024-09-01
386,Fort Worth Square 386,Apartment,Fort Worth,992 Lake Rd,1612,Maintenance,3,2.0,2531,"Clubhouse, Storage, Gym",32.759697,-97.081239,2025-10-03
387,Arlington Gardens 387,Apartment,Arlington,156 Elm St,2526,Occupied,4,1.0,2013,"Laundry, Balcony, Pet Friendly, Storage, Security",29.983357,-95.417035,2025-11-21
388,Plano Villas 388,Apartment,Plano,344 Elm St,2447,Occupied,1,2.5,2556,"Security, Gym, Pool, Balcony, Storage",32.407514,-98.01558,2024-04-26
389,Arlington Lakeview 389,Single Family Home,Arlington,639 Main St,4034,Occupied,4,1.5,1573,"Elevator, Laundry, Balcony, Parking, Storage",31.004848,-96.916563,2025-04-26
390,San Antonio Gardens 390,Condo,San Antonio,251 Market Blvd,3707,Available,3,2.0,918,"Pool, Storage, Laundry, Elevator, Gym, Parking",30.082777,-97.5342,2024-06-03
391,Houston Residency 391,Single Family Home,Houston,164 Main St,2150,Reserved,4,1.0,2356,"Clubhouse, Security, Laundry, Pet Friendly",32.281982,-98.424812,2026-04-01
392,Houston Villas 392,Single Family Home,Houston,275 Lake Rd,2636,Occupied,4,2.0,3020,"Clubhouse, Elevator, Storage, Pet Friendly, Gym",31.685381,-95.356013,2024-08-20
393,Arlington Gardens 393,Townhouse,Arlington,782 Oak Ave,1557,Available,2,1.0,2096,"Storage, Gym, Balcony, Pool",33.106221,-95.562339,2024-06-14
394,Houston Park 394,Apartment,Houston,652 Oak Ave,3303,Occupied,1,2.0,1168,"Gym, Pet Friendly, Parking, Security, Storage",33.123079,-97.982195,2025-06-30
395,San Antonio Square 395,Apartment,San Antonio,687 Oak Ave,2995,Reserved,1,2.5,1245,"Gym, Parking, Security, Clubhouse, Laundry",30.734449,-95.364079,2026-03-29
396,Arlington Park 396,Townhouse,Arlington,465 Main St,3946,Maintenance,4,1.0,2611,"Elevator, Pool, Balcony, Parking",31.105705,-95.556931,2024-11-30
397,Dallas Lakeview 397,Single Family Home,Dallas,503 Oak Ave,3339,Available,4,1.5,2806,"Pet Friendly, Parking, Pool, Balcony, Storage",32.069722,-95.148317,2025-05-17
398,Plano Square 398,Single Family Home,Plano,674 Main St,1179,Occupied,3,3.0,2128,"Security, Laundry, Storage, Parking, Gym, Clubhouse",30.929743,-95.078667,2024-08-08
399,Arlington Villas 399,Condo,Arlington,167 Elm St,1620,Occupied,3,2.0,2386,"Gym, Pool, Storage, Elevator, Clubhouse, Pet Friendly",33.159338,-96.661446,2026-02-13
400,Irving Square 400,Apartment,Irving,409 Elm St,3566,Occupied,1,2.5,1769,"Storage, Gym, Pet Friendly, Pool, Clubhouse, Elevator",31.638534,-98.352185,2024-11-07
401,Arlington Park 401,Single Family Home,Arlington,283 Market Blvd,1869,Occupied,4,2.5,759,"Balcony, Storage, Clubhouse, Parking",31.988345,-95.375597,2025-12-05
402,Houston Gardens 402,Apartment,Houston,937 Main St,2969,Occupied,1,2.0,923,"Storage, Clubhouse, Laundry, Elevator, Gym",31.897986,-96.833858,2025-01-17
403,Dallas Villas 403,Townhouse,Dallas,149 Lake Rd,1189,Occupied,2,3.0,1248,"Security, Gym, Parking, Elevator",30.964072,-96.273135,2024-10-25
404,Fort Worth Villas 404,Single Family Home,Fort Worth,801 Lake Rd,4082,Occupied,2,1.5,1037,"Elevator, Security, Storage, Laundry",32.657482,-95.70043,2024-04-08
405,Plano Square 405,Villa,Plano,672 Elm St,3072,Occupied,1,1.5,1802,"Laundry, Security, Gym, Parking, Pool, Elevator",31.46184,-95.589493,2025-12-07
406,Fort Worth Residency 406,Condo,Fort Worth,826 Lake Rd,1427,Maintenance,3,1.0,1187,"Security, Balcony, Storage, Pool, Pet Friendly, Elevator",31.530924,-95.10461,2024-01-30
407,Fort Worth Heights 407,Villa,Fort Worth,893 Market Blvd,3768,Occupied,2,1.5,1578,"Gym, Pool, Laundry, Security",32.370583,-98.108972,2026-02-14
408,Irving Lakeview 408,Apartment,Irving,310 Elm St,1084,Occupied,2,1.0,2753,"Pool, Balcony, Parking, Clubhouse, Gym, Laundry",32.340926,-95.761702,2024-07-23
409,Austin Square 409,Townhouse,Austin,114 Elm St,1546,Reserved,1,1.0,1786,"Security, Gym, Pet Friendly, Balcony, Laundry",29.93918,-95.631447,2024-08-10
410,Houston Park 410,Townhouse,Houston,319 Elm St,967,Maintenance,2,3.0,1054,"Security, Gym, Clubhouse, Storage, Parking, Pool",32.621598,-95.065446,2024-08-21
411,Irving Lakeview 411,Apartment,Irving,853 Lake Rd,2858,Occupied,2,1.0,1101,"Security, Balcony, Parking, Clubhouse, Gym, Pet Friendly",30.105029,-97.50736,2025-12-04
412,Arlington Gardens 412,Villa,Arlington,207 Market Blvd,2140,Available,3,2.5,2402,"Clubhouse, Security, Gym",29.74475,-96.140444,2025-03-24
413,Fort Worth Park 413,Apartment,Fort Worth,225 Oak Ave,2590,Reserved,2,2.5,3068,"Pool, Security, Pet Friendly, Gym",30.400922,-95.545897,2025-03-10
414,Arlington Heights 414,Townhouse,Arlington,356 Market Blvd,3381,Occupied,4,3.0,1768,"Security, Clubhouse, Laundry, Pet Friendly, Balcony, Gym",30.215809,-96.908778,2025-05-24
415,Houston Heights 415,Villa,Houston,878 Main St,3972,Occupied,1,1.0,866,"Parking, Gym, Laundry, Balcony, Security, Elevator",30.234578,-96.323116,2025-11-07
416,Arlington Heights 416,Condo,Arlington,492 Market Blvd,3661,Occupied,2,2.0,2689,"Elevator, Security, Parking, Laundry, Clubhouse",33.16749,-95.41956,2024-11-18
417,Irving Heights 417,Condo,Irving,682 Market Blvd,1084,Occupied,3,1.0,1374,"Gym, Clubhouse, Laundry, Pool, Storage",32.205031,-96.793908,2025-11-06
418,Arlington Residency 418,Condo,Arlington,957 Lake Rd,3025,Occupied,3,1.5,878,"Storage, Laundry, Security, Elevator, Gym, Clubhouse",29.914984,-96.433378,2024-12-23
419,Dallas Heights 419,Townhouse,Dallas,989 Lake Rd,2703,Reserved,3,1.0,2063,"Security, Parking, Pet Friendly, Pool, Laundry, Gym",31.773861,-95.313638,2024-04-27
420,Plano Park 420,Villa,Plano,684 Market Blvd,2285,Occupied,1,3.0,803,"Storage, Elevator, Laundry, Gym, Parking, Pet Friendly",31.757962,-95.049823,2024-11-26
421,Fort Worth Square 421,Condo,Fort Worth,177 Elm St,2326,Occupied,1,1.5,2684,"Gym, Balcony, Security, Pet Friendly, Pool",31.439331,-95.534331,2024-08-07
422,San Antonio Lakeview 422,Townhouse,San Antonio,586 Market Blvd,3299,Occupied,1,2.0,2296,"Storage, Pool, Security",30.656777,-96.517501,2024-08-02
423,Plano Lakeview 423,Apartment,Plano,284 Main St,3017,Occupied,4,2.0,1878,"Pet Friendly, Laundry, Elevator, Gym, Balcony",31.503792,-96.149539,2025-10-04
424,Austin Square 424,Single Family Home,Austin,407 Market Blvd,3656,Available,3,1.5,2564,"Storage, Parking, Pet Friendly, Gym, Clubhouse, Pool",30.541309,-95.887483,2025-02-24
425,Plano Residency 425,Apartment,Plano,916 Lake Rd,2639,Occupied,4,1.5,1743,"Balcony, Pet Friendly, Laundry, Pool",30.097455,-97.828294,2025-04-20
426,Arlington Square 426,Single Family Home,Arlington,143 Market Blvd,3599,Available,3,2.5,801,"Gym, Parking, Balcony, Laundry, Storage",32.005347,-97.884052,2026-03-12
427,Dallas Lakeview 427,Apartment,Dallas,223 Elm St,3414,Maintenance,1,2.0,1870,"Security, Pool, Laundry, Clubhouse, Storage, Elevator",30.526144,-96.501593,2025-11-11
428,San Antonio Villas 428,Condo,San Antonio,550 Market Blvd,3406,Occupied,1,1.5,1150,"Security, Laundry, Pet Friendly, Clubhouse, Pool",30.204973,-97.88696,2024-09-17
429,Dallas Villas 429,Condo,Dallas,121 Elm St,3815,Occupied,3,2.0,1112,"Clubhouse, Pet Friendly, Balcony, Laundry, Pool, Gym",31.363276,-97.212912,2024-02-05
430,Dallas Park 430,Villa,Dallas,361 Lake Rd,2525,Occupied,2,3.0,1916,"Pool, Elevator, Pet Friendly, Laundry, Clubhouse",31.059649,-95.315738,2024-04-02
431,Houston Villas 431,Townhouse,Houston,834 Market Blvd,2747,Maintenance,2,1.5,1949,"Parking, Balcony, Pool, Laundry, Pet Friendly, Security",32.279297,-95.25726,2026-04-19
432,Fort Worth Gardens 432,Villa,Fort Worth,239 Main St,3023,Occupied,4,2.0,921,"Clubhouse, Parking, Elevator, Security, Laundry",30.343089,-96.948083,2025-02-14
433,Houston Villas 433,Townhouse,Houston,277 Elm St,1286,Available,2,3.0,1103,"Storage, Laundry, Security, Pet Friendly",31.374279,-95.926898,2024-12-01
434,San Antonio Park 434,Villa,San Antonio,303 Lake Rd,2455,Occupied,1,2.5,1395,"Storage, Pet Friendly, Parking, Clubhouse, Balcony, Security",31.893196,-95.326043,2025-12-19
435,Austin Square 435,Apartment,Austin,564 Market Blvd,2706,Available,3,3.0,3109,"Security, Gym, Pool",29.749402,-96.659568,2024-05-01
436,Houston Residency 436,Villa,Houston,129 Lake Rd,2129,Occupied,2,2.0,2674,"Pet Friendly, Storage, Balcony, Security, Laundry, Pool",31.164158,-97.070166,2024-09-25
437,Houston Gardens 437,Single Family Home,Houston,533 Elm St,2464,Occupied,3,1.5,3037,"Pool, Parking, Clubhouse, Storage, Gym, Pet Friendly",32.103984,-96.003324,2024-09-19
438,Fort Worth Gardens 438,Apartment,Fort Worth,479 Oak Ave,1163,Reserved,3,1.0,2013,"Security, Parking, Elevator, Gym, Balcony, Storage",31.033282,-95.078666,2025-07-26
439,Dallas Heights 439,Single Family Home,Dallas,420 Main St,1645,Occupied,2,2.0,2713,"Clubhouse, Gym, Pool, Elevator, Security",31.556483,-98.003715,2024-05-10
440,Arlington Square 440,Townhouse,Arlington,254 Elm St,2711,Maintenance,4,2.0,1808,"Storage, Balcony, Security, Pet Friendly, Pool",30.8044,-95.019022,2025-11-04
441,Arlington Gardens 441,Apartment,Arlington,674 Market Blvd,1173,Available,2,1.5,1591,"Balcony, Gym, Clubhouse, Pet Friendly, Parking, Laundry",29.842771,-97.25218,2025-04-13
442,Arlington Heights 442,Apartment,Arlington,638 Elm St,1456,Available,4,1.5,2081,"Gym, Storage, Balcony, Clubhouse, Security",31.749871,-96.457584,2024-07-03
443,Irving Heights 443,Apartment,Irving,957 Lake Rd,3722,Maintenance,2,2.5,1036,"Balcony, Pool, Laundry",31.007454,-95.24798,2024-06-06
444,Dallas Gardens 444,Apartment,Dallas,916 Elm St,2809,Occupied,3,2.5,1753,"Security, Parking, Clubhouse",30.837204,-95.939592,2024-05-12
445,Houston Residency 445,Apartment,Houston,497 Market Blvd,2273,Occupied,4,2.0,877,"Pool, Laundry, Balcony, Storage, Elevator, Pet Friendly",30.012159,-95.51679,2024-10-18
446,Austin Park 446,Apartment,Austin,587 Lake Rd,2720,Maintenance,2,2.5,1920,"Security, Pool, Storage, Balcony",30.399549,-96.940952,2025-07-30
447,Irving Park 447,Apartment,Irving,639 Elm St,3464,Occupied,3,2.0,1413,"Pool, Parking, Security, Pet Friendly, Clubhouse, Storage",31.966637,-96.002276,2024-03-26
448,San Antonio Heights 448,Condo,San Antonio,625 Main St,2906,Available,3,1.0,1880,"Balcony, Pet Friendly, Laundry, Gym",31.689875,-96.57152,2025-06-06
449,Irving Residency 449,Condo,Irving,963 Market Blvd,3656,Occupied,1,2.5,2978,"Balcony, Pool, Parking, Clubhouse, Security",32.015524,-97.871567,2024-02-16
450,Fort Worth Lakeview 450,Condo,Fort Worth,365 Main St,2235,Occupied,4,2.0,3055,"Storage, Balcony, Security, Laundry, Pool, Clubhouse",30.347806,-95.885397,2025-03-20
451,Dallas Gardens 451,Apartment,Dallas,504 Lake Rd,1004,Occupied,3,1.0,1353,"Laundry, Clubhouse, Balcony, Elevator, Storage, Gym",32.117318,-95.129004,2024-03-30
452,Austin Square 452,Villa,Austin,741 Elm St,1408,Occupied,1,1.5,715,"Parking, Pet Friendly, Clubhouse, Security",30.20804,-97.653769,2024-07-14
453,Fort Worth Residency 453,Townhouse,Fort Worth,306 Lake Rd,2891,Available,3,1.5,2378,"Gym, Clubhouse, Elevator, Pet Friendly",29.768697,-96.926693,2025-08-06
454,Irving Lakeview 454,Apartment,Irving,794 Market Blvd,1370,Reserved,2,1.0,2418,"Storage, Elevator, Balcony, Parking, Pet Friendly, Security",31.401353,-96.431363,2024-08-25
455,Dallas Gardens 455,Single Family Home,Dallas,546 Main St,3310,Occupied,1,2.5,1943,"Laundry, Clubhouse, Pool, Pet Friendly, Balcony",32.986376,-97.286326,2024-06-14
456,San Antonio Square 456,Villa,San Antonio,789 Lake Rd,2744,Occupied,3,2.0,1600,"Storage, Clubhouse, Gym, Elevator, Security",32.189848,-95.140688,2026-03-26
457,Arlington Park 457,Villa,Arlington,410 Oak Ave,2106,Occupied,3,1.5,1003,"Gym, Pet Friendly, Storage, Balcony",31.42265,-95.722811,2024-08-02
458,Dallas Lakeview 458,Apartment,Dallas,329 Market Blvd,2412,Available,2,2.0,1299,"Pool, Security, Laundry",30.098893,-97.706584,2024-09-21
459,Plano Heights 459,Townhouse,Plano,900 Elm St,2045,Maintenance,1,3.0,1269,"Parking, Clubhouse, Elevator",33.069265,-95.854825,2025-09-16
460,Fort Worth Gardens 460,Single Family Home,Fort Worth,991 Main St,1381,Occupied,1,3.0,1334,"Security, Gym, Balcony, Storage",31.245313,-96.729362,2024-06-06
461,Plano Villas 461,Townhouse,Plano,481 Market Blvd,1776,Reserved,2,1.0,2448,"Pet Friendly, Clubhouse, Security",30.703654,-97.900584,2025-01-04
462,Houston Square 462,Villa,Houston,110 Elm St,4174,Available,3,2.5,1584,"Laundry, Storage, Clubhouse, Elevator, Balcony, Gym",33.003091,-96.950975,2024-03-12
463,Fort Worth Gardens 463,Townhouse,Fort Worth,817 Elm St,4113,Occupied,2,2.5,1323,"Parking, Gym, Storage, Security, Laundry, Balcony",33.104314,-97.032431,2024-11-07
464,Plano Heights 464,Townhouse,Plano,137 Elm St,3111,Maintenance,1,2.0,3150,"Clubhouse, Pet Friendly, Storage, Security, Gym, Elevator",32.413901,-95.416589,2024-12-08
465,Irving Villas 465,Villa,Irving,347 Lake Rd,2112,Available,3,3.0,1525,"Elevator, Security, Gym, Parking, Laundry",32.816118,-96.610236,2026-01-13
466,Irving Villas 466,Single Family Home,Irving,341 Elm St,2477,Occupied,1,1.0,1713,"Pool, Parking, Storage, Pet Friendly, Gym",31.703523,-98.481753,2025-08-02
467,Houston Park 467,Townhouse,Houston,200 Oak Ave,3681,Occupied,2,2.0,2996,"Elevator, Pet Friendly, Pool, Gym, Balcony, Security",30.373943,-95.775077,2025-12-29
468,Irving Square 468,Condo,Irving,504 Lake Rd,1204,Maintenance,1,1.0,2390,"Pet Friendly, Clubhouse, Pool, Gym, Security, Balcony",31.109638,-96.54361,2025-08-21
469,Arlington Lakeview 469,Condo,Arlington,983 Elm St,3947,Occupied,3,2.5,2357,"Elevator, Gym, Clubhouse, Security",31.301995,-95.111889,2024-04-30
470,Houston Residency 470,Condo,Houston,220 Lake Rd,4007,Reserved,3,1.0,1292,"Pool, Laundry, Storage, Parking, Gym",31.701177,-98.359013,2024-11-08
471,Plano Heights 471,Townhouse,Plano,991 Main St,1064,Available,2,2.5,1235,"Parking, Balcony, Elevator, Pool, Laundry, Pet Friendly",29.7073,-96.583619,2025-03-03
472,Arlington Residency 472,Single Family Home,Arlington,987 Lake Rd,2802,Occupied,2,3.0,2033,"Storage, Gym, Elevator, Balcony, Security, Pet Friendly",32.365876,-96.164727,2024-04-01
473,Irving Villas 473,Condo,Irving,674 Main St,2338,Available,2,2.5,2865,"Balcony, Pool, Gym, Security, Parking, Storage",31.905382,-95.799417,2025-10-21
