request_id,property_id,issue_type,status,priority,created_date,resolved_date,estimated_cost
905,41,Plumbing,Closed,Low,2026-02-15,2026-02-23,281
906,468,General Repair,Closed,Low,2025-10-11,2025-10-17,847
907,124,Cleaning,Open,Critical,2025-01-16,2025-01-28,940
908,330,Electrical,Open,Medium,2025-03-28,2025-03-31,1189
909,406,HVAC,Closed,Critical,2026-04-14,,535
910,166,Security,Closed,Low,2025-04-15,2025-04-28,439
911,145,Security,Open,Low,2026-03-14,2026-03-21,468
912,106,Plumbing,Open,Critical,2025-07-16,,761
913,498,Electrical,In Progress,Low,2025-05-25,2025-06-07,601
914,198,HVAC,Open,Critical,2025-08-16,,785
915,163,General Repair,Open,Critical,2026-03-09,2026-03-22,1180
916,351,HVAC,Open,Medium,2025-03-24,2025-04-07,105
917,104,Appliance,In Progress,Critical,2025-01-13,2025-01-20,460
918,336,HVAC,Closed,Critical,2026-01-26,2026-02-02,834
919,181,Electrical,Open,High,2025-09-21,2025-09-24,383
920,231,Plumbing,Resolved,High,2025-11-22,2025-11-28,830
921,231,Plumbing,Closed,Medium,2025-02-04,2025-02-18,1178
922,258,Appliance,Resolved,Low,2026-01-01,2026-01-14,782
923,268,Appliance,Open,High,2025-11-01,2025-11-08,1128
924,432,Plumbing,Resolved,Medium,2026-01-24,2026-02-01,501
925,330,Appliance,Resolved,Low,2025-10-09,2025-10-18,473
926,259,HVAC,Resolved,Low,2025-05-25,2025-06-08,184
927,478,General Repair,Resolved,Medium,2025-11-22,2025-12-01,668
928,102,Electrical,Open,Critical,2025-06-13,2025-06-22,998
929,148,Electrical,Resolved,Low,2025-12-26,2026-01-09,1002
930,333,Appliance,Open,Medium,2025-10-24,,812
931,464,Electrical,Resolved,Critical,2026-05-20,2026-05-29,171
932,155,Cleaning,Closed,High,2026-02-08,2026-02-13,561
933,69,Plumbing,Closed,High,2026-01-01,,1097
934,248,Electrical,Closed,Low,2025-09-21,,1099
935,316,Security,In Progress,Medium,2026-04-22,,1074
936,473,Appliance,Closed,Low,2025-12-06,,940
937,210,HVAC,In Progress,High,2026-01-01,2026-01-07,507
938,17,HVAC,Closed,Critical,2025-09-10,,970
939,106,HVAC,Open,Low,2025-01-26,2025-02-01,482
940,193,General Repair,Closed,Critical,2025-12-23,2025-12-26,423
941,212,Cleaning,Open,Medium,2026-05-19,,1159
942,138,Plumbing,Resolved,Medium,2025-10-06,2025-10-17,523
943,216,Electrical,Closed,Low,2025-01-19,,1097
944,255,HVAC,Closed,Critical,2026-05-07,2026-05-13,603
945,402,Cleaning,In Progress,High,2025-10-26,2025-11-06,808
946,476,HVAC,Closed,High,2025-08-24,,922
947,80,Cleaning,Closed,High,2025-02-19,2025-02-23,725
948,366,HVAC,Resolved,Medium,2026-01-25,2026-02-03,144
949,392,Plumbing,Closed,Critical,2025-02-23,2025-03-08,849
950,485,General Repair,Closed,Critical,2026-02-08,,305
951,165,Security,In Progress,Low,2026-02-24,2026-03-04,797
952,294,HVAC,Closed,Critical,2025-05-22,2025-05-29,829
953,434,General Repair,Open,Low,2025-02-19,2025-02-23,244
954,123,Electrical,Closed,High,2026-04-22,,325
955,497,HVAC,Resolved,Critical,2025-11-28,2025-12-01,815
956,469,Electrical,Resolved,Low,2025-05-14,2025-05-26,223
957,62,Cleaning,Resolved,Medium,2025-03-03,,924
958,320,Cleaning,Resolved,High,2026-03-26,,1003
959,147,Security,Open,High,2025-06-16,2025-06-18,1196
960,389,Cleaning,In Progress,Critical,2025-06-28,2025-07-09,407
961,55,Security,Closed,Critical,2025-04-14,,998
962,43,Appliance,Closed,Critical,2025-01-31,,617
963,230,Appliance,Open,Medium,2025-09-11,2025-09-21,337
964,459,General Repair,Open,Critical,2026-04-20,2026-05-03,777
965,345,Cleaning,Closed,Low,2025-06-29,2025-06-30,101
966,160,Plumbing,In Progress,Critical,2025-12-20,,258
967,472,Security,Closed,Low,2026-03-01,2026-03-05,1034
968,480,Plumbing,Open,Low,2025-02-09,2025-02-17,462
969,434,HVAC,In Progress,Critical,2025-12-26,2026-01-01,295
970,74,Security,Open,Low,2026-03-30,2026-04-10,497
971,344,Security,In Progress,High,2026-05-28,,1162
972,229,Appliance,Resolved,Low,2026-04-21,2026-05-04,842
973,244,Security,Open,Critical,2026-03-31,2026-04-08,884
974,65,Security,Closed,Critical,2025-12-14,2025-12-27,559
975,101,Cleaning,Open,Critical,2025-11-10,2025-11-12,1056
976,245,Plumbing,In Progress,Low,2025-03-28,2025-04-06,939
977,133,Plumbing,Resolved,Critical,2025-04-23,2025-04-25,987
978,289,Appliance,Closed,High,2025-07-24,2025-08-02,895
979,387,Appliance,In Progress,High,2025-09-11,2025-09-20,961
980,47,Appliance,Resolved,High,2026-02-25,2026-03-01,224
981,84,Security,Closed,Medium,2026-05-12,2026-05-26,311
982,408,HVAC,Open,High,2025-03-30,,881
983,328,Security,In Progress,Low,2025-04-07,,291
984,348,Electrical,Resolved,High,2026-02-01,2026-02-04,1167
985,174,Electrical,Open,Low,2025-03-18,,256
986,402,General Repair,Resolved,Critical,2025-05-03,2025-05-08,1130
987,380,HVAC,In Progress,Low,2025-08-04,,888
988,241,Plumbing,Closed,Critical,2025-10-31,2025-11-04,1123
989,281,Electrical,Closed,Critical,2025-04-15,2025-04-23,1098
990,316,General Repair,In Progress,High,2026-05-23,2026-05-31,306
991,159,Cleaning,Closed,High,2025-08-05,2025-08-17,801
992,408,Electrical,Closed,Low,2026-03-02,2026-03-13,1097
993,349,Electrical,In Progress,High,2026-03-30,,203
994,401,Security,Open,High,2025-07-18,2025-07-26,207
995,295,General Repair,In Progress,High,2026-01-19,,141
996,500,Cleaning,In Progress,Low,2026-04-12,2026-04-14,823
997,340,HVAC,Resolved,Critical,2025-07-20,,1100
998,136,Appliance,Closed,High,2025-08-25,2025-08-31,526
999,63,Electrical,Resolved,Critical,2025-05-14,2025-05-17,1054
1000,448,Cleaning,Open,Low,2025-08-20,2025-08-28,294
1001,473,General Repair,Open,Low,2025-03-03,,1093
1002,124,Electrical,Open,Low,2025-08-09,2025-08-17,1008
1003,331,General Repair,Resolved,High,2025-09-17,2025-10-01,926
1004,342,Cleaning,In Progress,High,2026-02-27,2026-03-02,464
1005,251,Cleaning,In Progress,Critical,2026-03-23,2026-04-04,560
1006,46,Plumbing,Closed,Critical,2025-08-17,2025-08-20,467
1007,355,Appliance,Closed,High,2026-05-15,,509
1008,103,General Repair,Closed,High,2025-07-16,,779
1009,339,Security,In Progress,Critical,2025-11-15,2025-11-25,790
1010,133,Cleaning,Closed,Low,2025-04-12,2025-04-21,1024
1011,428,Plumbing,In Progress,Critical,2025-04-10,2025-04-21,353
1012,318,HVAC,Resolved,Low,2025-05-11,2025-05-19,354
1013,56,General Repair,Resolved,Critical,2025-12-17,2025-12-31,741
1014,76,General Repair,Resolved,Medium,2026-01-18,,341
1015,337,Plumbing,In Progress,Medium,2025-10-23,2025-10-28,95
1016,403,Appliance,Open,Critical,2025-09-14,2025-09-18,463
1017,56,Security,Resolved,Critical,2025-06-07,,1182
1018,2,Electrical,Resolved,Medium,2026-01-29,2026-02-04,648
1019,191,Cleaning,Open,Low,2025-12-24,,995
1020,85,Appliance,Resolved,Medium,2026-04-29,,1133
1021,365,HVAC,Resolved,Critical,2026-04-22,2026-05-06,932
1022,137,HVAC,In Progress,Critical,2025-05-04,2025-05-05,286
1023,287,Plumbing,Open,Medium,2025-03-24,2025-03-25,428
1024,373,Plumbing,Closed,Critical,2025-03-26,2025-03-30,821
1025,201,Electrical,Open,High,2025-01-02,2025-01-12,451
1026,95,Plumbing,In Progress,High,2025-06-17,2025-06-23,784
1027,93,General Repair,In Progress,Low,2025-01-27,,736
1028,498,Appliance,In Progress,Medium,2025-05-17,2025-05-20,1160
1029,377,HVAC,Closed,Critical,2025-12-12,2025-12-19,460
1030,374,Electrical,In Progress,High,2025-02-25,2025-03-06,863
1031,1,Plumbing,Open,Low,2025-02-28,2025-03-07,1106
1032,104,Electrical,Resolved,Low,2026-01-03,2026-01-04,985
1033,215,Electrical,In Progress,Medium,2026-01-03,2026-01-04,279
1034,297,Cleaning,Resolved,Low,2025-04-15,2025-04-25,1116
1035,451,Cleaning,Resolved,Low,2025-02-25,2025-03-05,116
1036,49,Security,Closed,High,2025-06-05,2025-06-07,346
1037,479,Security,Closed,Critical,2026-03-11,2026-03-16,698
1038,154,Cleaning,Closed,Low,2026-05-19,2026-06-01,331
1039,423,Cleaning,In Progress,Medium,2025-11-03,2025-11-14,531
1040,352,HVAC,Open,Critical,2025-05-23,2025-06-03,311
1041,301,General Repair,Closed,Low,2025-05-13,2025-05-19,510
1042,331,Cleaning,Open,Medium,2026-01-29,,221
1043,59,Electrical,Closed,Medium,2025-05-21,2025-06-04,234
1044,136,Electrical,In Progress,Medium,2025-02-18,,738
1045,383,HVAC,Closed,High,2026-04-21,,301
1046,336,General Repair,Resolved,Low,2025-05-11,2025-05-20,580
1047,96,Electrical,Resolved,Low,2025-08-29,2025-09-07,400
1048,244,Electrical,Resolved,High,2025-01-09,2025-01-15,408
1049,113,HVAC,Closed,Medium,2025-10-24,,487
1050,88,Plumbing,Open,High,2025-04-04,2025-04-06,194
1051,254,Security,In Progress,Critical,2025-06-01,2025-06-12,224
1052,366,Security,Open,Low,2025-01-18,2025-01-25,362
1053,121,Appliance,Resolved,High,2026-05-19,2026-05-21,400
1054,112,Plumbing,Closed,Critical,2025-02-17,,511
1055,18,Plumbing,In Progress,Low,2025-06-06,,876
1056,121,Security,Closed,Critical,2025-06-24,,811
1057,490,Appliance,In Progress,Medium,2025-10-22,2025-10-29,658
1058,354,HVAC,Open,Medium,2026-02-26,2026-03-02,107
1059,173,Appliance,In Progress,Medium,2026-02-26,2026-03-02,500
1060,33,Cleaning,Closed,Medium,2026-05-07,2026-05-12,536
1061,108,Security,Resolved,Critical,2025-11-21,2025-11-29,752
1062,423,Cleaning,Resolved,Critical,2025-12-17,2025-12-18,831
1063,194,Cleaning,Open,Critical,2026-01-22,2026-01-31,774
1064,454,Cleaning,Resolved,Critical,2025-01-27,,908
1065,108,Security,In Progress,Medium,2026-02-06,2026-02-15,601
1066,39,Security,Open,Critical,2025-02-16,2025-02-22,1147
1067,427,Security,Resolved,High,2025-01-06,2025-01-13,158
1068,112,Cleaning,In Progress,Medium,2025-11-20,2025-11-21,365
1069,174,HVAC,Closed,Low,2025-11-27,2025-12-02,877
1070,99,Security,Resolved,Low,2025-06-03,,889
1071,234,Cleaning,Open,Medium,2025-11-13,,1005
1072,187,Security,Open,Low,2026-02-16,,426
1073,143,Security,Closed,Medium,2025-09-25,,672
1074,383,Cleaning,Closed,High,2025-04-03,2025-04-08,1136
1075,408,General Repair,In Progress,Critical,2026-01-02,2026-01-07,1088
1076,104,Appliance,In Progress,Low,2025-04-25,,1168
1077,425,HVAC,Resolved,Low,2025-05-05,,264
1078,436,Appliance,Closed,Medium,2026-03-25,2026-04-08,625
1079,12,Security,Open,Medium,2026-02-22,2026-03-05,320
1080,335,Electrical,Closed,Medium,2025-05-25,,220
1081,229,Security,In Progress,Medium,2025-06-29,,1156
1082,306,Security,Resolved,High,2025-03-05,,381
1083,246,Security,Closed,Critical,2026-05-24,2026-05-30,152
1084,469,Cleaning,Open,Low,2025-08-04,,832
1085,74,Security,Closed,Critical,2025-11-12,2025-11-18,65
1086,174,HVAC,Closed,High,2025-07-25,,565
1087,149,Plumbing,Open,Low,2025-12-02,2025-12-08,1192
1088,129,HVAC,Resolved,High,2025-12-15,2025-12-29,899
1089,70,Electrical,Open,Critical,2025-08-08,2025-08-13,76
1090,54,HVAC,In Progress,High,2026-01-30,,202
1091,209,Cleaning,Open,Medium,2025-03-19,2025-03-27,416
1092,256,Plumbing,In Progress,High,2025-05-23,2025-05-29,640
1093,223,Electrical,Closed,Low,2026-04-26,2026-05-01,681
1094,267,Appliance,Resolved,Low,2025-08-05,,794
1095,458,Electrical,In Progress,Low,2026-05-22,2026-05-29,187
1096,350,Security,Closed,High,2025-05-23,2025-05-30,763
1097,474,Plumbing,Closed,Medium,2026-01-06,2026-01-10,632
1098,69,Appliance,In Progress,Medium,2025-08-27,2025-08-30,733
1099,210,Appliance,Resolved,Critical,2025-12-16,2025-12-30,455
1100,247,Security,In Progress,Critical,2026-02-21,2026-03-04,364
1101,328,Appliance,Resolved,Medium,2025-11-19,2025-11-23,807
1102,291,General Repair,Open,High,2025-04-30,,1087
1103,1,General Repair,Resolved,High,2026-05-29,2026-06-09,834
1104,322,Cleaning,In Progress,Critical,2025-06-15,2025-06-24,1160
1105,209,HVAC,In Progress,Medium,2025-07-15,2025-07-22,515
1106,115,HVAC,In Progress,Critical,2026-05-21,,595
1107,105,General Repair,Closed,High,2025-06-25,2025-07-09,914
1108,263,HVAC,Open,Low,2025-06-07,2025-06-12,289
1109,87,Appliance,Resolved,High,2025-06-16,,92
1110,125,Security,In Progress,Low,2025-09-20,2025-09-23,869
1111,356,Appliance,In Progress,Medium,2025-11-13,,981
1112,129,Appliance,Resolved,High,2025-10-20,2025-10-29,861
1113,248,General Repair,In Progress,Low,2025-08-09,2025-08-11,851
1114,35,Electrical,Open,Low,2026-04-23,2026-04-26,428
1115,240,Appliance,In Progress,Medium,2025-04-23,,79
1116,298,HVAC,Closed,Critical,2025-11-08,2025-11-16,800
1117,15,Cleaning,Open,Medium,2025-10-03,,306
1118,130,Plumbing,Resolved,Low,2026-05-20,2026-05-28,469
1119,412,Security,Resolved,High,2026-03-14,2026-03-22,935
1120,42,Cleaning,Open,Low,2025-11-11,2025-11-19,829
1121,471,Appliance,In Progress,Low,2026-01-23,2026-02-02,1187
1122,396,Security,Closed,Medium,2025-07-20,2025-07-23,987
1123,112,Cleaning,Resolved,Low,2026-02-24,2026-03-08,603
1124,394,Plumbing,Resolved,Critical,2026-01-02,2026-01-07,330
1125,423,Electrical,In Progress,Critical,2025-09-29,,538
1126,300,General Repair,Open,Critical,2025-01-03,2025-01-14,479
1127,214,General Repair,Open,Low,2025-11-21,,264
1128,270,HVAC,Resolved,High,2025-07-29,2025-08-05,582
1129,144,Plumbing,Open,Critical,2026-04-25,,370
1130,418,General Repair,Resolved,High,2025-09-05,2025-09-06,979
1131,85,Security,Resolved,High,2025-12-03,2025-12-04,391
1132,253,Security,In Progress,Low,2025-07-08,2025-07-15,315
1133,82,Security,Resolved,Medium,2025-07-11,2025-07-15,253
1134,331,General Repair,Resolved,Critical,2025-02-14,,958
1135,179,Cleaning,Resolved,Medium,2025-07-02,2025-07-13,967
1136,328,Appliance,In Progress,Low,2025-11-24,2025-12-04,856
1137,197,General Repair,In Progress,Critical,2026-04-11,2026-04-17,100
1138,341,HVAC,Closed,Medium,2025-03-29,,1154
1139,29,HVAC,Closed,Low,2025-01-16,2025-01-20,418
1140,329,Appliance,Open,Low,2025-06-18,2025-06-21,598
1141,364,Appliance,Open,Low,2025-08-02,2025-08-11,153
1142,365,Security,Closed,High,2025-07-19,2025-08-02,123
1143,199,Cleaning,Resolved,High,2026-01-24,,745
1144,51,Security,In Progress,Medium,2025-09-23,2025-10-04,224
1145,158,Plumbing,Closed,Critical,2025-01-24,,545
1146,496,Electrical,Resolved,Low,2025-05-22,,59
1147,390,Electrical,In Progress,Critical,2025-05-12,,590
1148,181,HVAC,Resolved,High,2025-03-01,2025-03-04,319
1149,130,Cleaning,Resolved,Medium,2026-02-02,2026-02-08,1084
1150,177,General Repair,Closed,Critical,2025-06-22,,764
1151,453,Electrical,Open,Medium,2025-05-03,2025-05-07,361
1152,419,General Repair,In Progress,Low,2026-04-29,,662
1153,32,Security,In Progress,Critical,2025-07-06,,114
1154,277,HVAC,Closed,Medium,2025-05-04,,708
1155,169,Cleaning,Closed,Critical,2025-01-18,,698
1156,146,General Repair,Closed,Low,2025-02-17,2025-02-28,995
1157,487,HVAC,Closed,Low,2025-01-28,2025-02-01,389
1158,442,Security,In Progress,Medium,2026-03-31,2026-04-07,892
1159,85,Cleaning,In Progress,Medium,2025-11-30,,827
1160,271,HVAC,Resolved,Critical,2025-10-21,2025-10-24,157
1161,396,Electrical,In Progress,Medium,2025-04-11,2025-04-19,466
1162,500,Plumbing,Resolved,Low,2026-04-25,2026-04-26,1056
1163,58,Cleaning,Closed,Critical,2025-07-02,,230
1164,30,Cleaning,Resolved,Critical,2025-04-11,2025-04-14,1151
1165,72,Security,In Progress,Critical,2025-04-25,2025-05-02,772
1166,339,HVAC,Resolved,Medium,2026-04-17,2026-04-28,416
1167,251,Cleaning,In Progress,Medium,2026-03-18,,131
1168,84,Appliance,In Progress,Low,2025-06-29,2025-07-08,745
1169,387,Security,Open,Low,2025-04-03,2025-04-12,1112
1170,193,General Repair,Open,Critical,2025-05-13,2025-05-18,410
1171,10,Cleaning,Open,Medium,2025-05-26,2025-05-29,689
1172,156,Electrical,Open,Critical,2025-12-22,,924
1173,284,General Repair,Open,High,2025-05-16,2025-05-30,731
1174,210,Security,Open,Medium,2026-05-15,,205
1175,93,Appliance,Resolved,High,2025-09-24,2025-09-26,771
1176,147,General Repair,In Progress,Critical,2025-11-06,2025-11-16,105
1177,251,Plumbing,Resolved,Medium,2025-07-14,2025-07-24,450
1178,351,Security,In Progress,Critical,2026-05-17,2026-05-23,252
1179,434,Electrical,In Progress,Low,2025-05-05,2025-05-11,487
1180,391,HVAC,Resolved,Low,2026-05-19,2026-05-22,994
1181,204,Electrical,In Progress,Medium,2025-10-21,2025-10-25,58
1182,428,HVAC,Closed,Medium,2025-04-26,2025-05-05,138
1183,318,Electrical,Resolved,Critical,2025-03-22,2025-04-02,1145
1184,87,Plumbing,Resolved,Critical,2025-05-03,2025-05-16,525
1185,109,Cleaning,Closed,High,2025-02-03,2025-02-10,1014
1186,10,Security,Resolved,Medium,2025-12-18,2025-12-24,549
1187,186,HVAC,Open,Medium,2026-02-13,,1040
1188,42,Electrical,Resolved,High,2025-11-22,2025-12-05,605
1189,4,HVAC,In Progress,Critical,2025-10-29,2025-10-30,1099
1190,404,Cleaning,Open,Critical,2025-07-20,,1195
1191,20,Plumbing,Closed,High,2025-09-27,2025-10-01,1172
1192,500,General Repair,Closed,High,2026-01-08,,1114
1193,281,Security,Open,Low,2025-02-27,2025-03-05,545
1194,314,HVAC,In Progress,Medium,2025-02-05,,275
1195,452,Security,Closed,Medium,2025-12-31,,108
1196,407,Plumbing,In Progress,High,2025-10-27,,224
1197,430,Plumbing,Resolved,High,2026-05-09,,701
1198,68,Electrical,Open,High,2026-05-30,2026-06-03,1078
1199,305,Plumbing,Open,Low,2026-02-26,2026-03-07,306
1200,96,Security,Resolved,Medium,2026-03-27,2026-04-06,715
