payment_id,tenant_id,lease_id,property_id,due_date,paid_date,amount_due,amount_paid,status,days_late
1996,1253,159,241,2025-12-01,2025-12-05,3876,3876,PAID,0
1997,1253,159,241,2026-01-01,2026-01-07,3876,3876,PAID,0
1998,1253,159,241,2026-02-01,2026-02-04,3876,3876,PAID,0
1999,1253,159,241,2026-03-01,2026-03-08,3876,3876,PAID,0
2000,1782,160,250,2025-08-01,2025-08-05,3757,3757,PAID,0
2001,1782,160,250,2025-09-01,2025-09-04,3757,3757,PAID,0
2002,1782,160,250,2025-10-01,,3757,0,PENDING,240
2003,1782,160,250,2025-11-01,2025-11-06,3757,3757,PAID,0
2004,1782,160,250,2025-12-01,2025-12-06,3757,3757,PAID,0
2005,1782,160,250,2026-01-01,,3757,0,OVERDUE,148
2006,1782,160,250,2026-02-01,,3757,0,OVERDUE,117
2007,1782,160,250,2026-03-01,2026-03-02,3757,3757,PAID,0
2008,1782,160,250,2026-04-01,2026-04-05,3757,3757,PAID,0
2009,1782,160,250,2026-05-01,2026-05-01,3757,3757,PAID,0
2010,725,161,251,2024-08-01,,3235,0,PENDING,666
2011,725,161,251,2024-09-01,,3235,0,PENDING,635
2012,725,161,251,2024-10-01,2024-10-07,3235,3235,PAID,0
2013,725,161,251,2024-11-01,2024-11-03,3235,3235,PAID,0
2014,725,161,251,2024-12-01,2024-12-04,3235,3235,PAID,0
2015,725,161,251,2025-01-01,,3235,0,PENDING,513
2016,1178,162,252,2025-08-01,2025-08-03,1136,1136,PAID,0
2017,1178,162,252,2025-09-01,2025-09-05,1136,1136,PAID,0
2018,1178,162,252,2025-10-01,2025-10-06,1136,1136,PAID,0
2019,1178,162,252,2025-11-01,2025-11-04,1136,1136,PAID,0
2020,1178,162,252,2025-12-01,2025-12-06,1136,1136,PAID,0
2021,1178,162,252,2026-01-01,2026-01-06,1136,1136,PAID,0
2022,1178,162,252,2026-02-01,,1136,0,OVERDUE,117
2023,1699,163,253,2025-02-01,2025-02-08,4008,4008,PAID,0
2024,1699,163,253,2025-03-01,2025-03-10,4008,2250,PARTIAL,0
2025,1699,163,253,2025-04-01,2025-04-07,4008,4008,PAID,0
2026,1699,163,253,2025-05-01,2025-05-05,4008,4008,PAID,0
2027,1699,163,253,2025-06-01,,4008,0,PENDING,362
2028,1699,163,253,2025-07-01,2025-07-06,4008,4008,PAID,0
2029,1699,163,253,2025-08-01,,4008,0,PENDING,301
2030,1699,163,253,2025-09-01,2025-09-07,4008,4008,PAID,0
2031,1699,163,253,2025-10-01,2025-10-06,4008,4008,PAID,0
2032,1699,163,253,2025-11-01,2025-11-07,4008,4008,PAID,0
2033,1699,163,253,2025-12-01,2025-12-07,4008,4008,PAID,0
2034,1699,163,253,2026-01-01,2026-01-06,4008,4008,PAID,0
2035,1699,163,253,2026-02-01,,4008,0,PENDING,117
2036,193,164,254,2024-01-01,2024-01-01,2198,2198,PAID,0
2037,193,164,254,2024-02-01,,2198,0,PENDING,848
2038,193,164,254,2024-03-01,2024-03-08,2198,2198,PAID,0
2039,193,164,254,2024-04-01,,2198,0,PENDING,788
2040,193,164,254,2024-05-01,2024-05-03,2198,2198,PAID,0
2041,193,164,254,2024-06-01,2024-06-04,2198,2198,PAID,0
2042,193,164,254,2024-07-01,2024-07-01,2198,2198,PAID,0
2043,193,164,254,2024-08-01,2024-08-04,2198,2198,PAID,0
2044,193,164,254,2024-09-01,2024-09-05,2198,2198,PAID,0
2045,193,164,254,2024-10-01,,2198,0,PENDING,605
2046,193,164,254,2024-11-01,2024-11-02,2198,2198,PAID,0
2047,193,164,254,2024-12-01,2024-12-06,2198,2198,PAID,0
2048,193,164,254,2025-01-01,,2198,0,OVERDUE,513
2049,193,164,254,2025-02-01,2025-02-04,2198,2198,PAID,0
2050,193,164,254,2025-03-01,2025-03-08,2198,2198,PAID,0
2051,193,164,254,2025-04-01,2025-04-01,2198,2198,PAID,0
2052,193,164,254,2025-05-01,2025-05-06,2198,2198,PAID,0
2053,193,164,254,2025-06-01,2025-06-17,2198,1268,PARTIAL,0
2054,193,164,254,2025-07-01,,2198,0,PENDING,332
2055,193,164,254,2025-08-01,2025-08-02,2198,2198,PAID,0
2056,193,164,254,2025-09-01,,2198,0,PENDING,270
2057,193,164,254,2025-10-01,2025-10-01,2198,2198,PAID,0
2058,193,164,254,2025-11-01,2025-11-04,2198,2198,PAID,0
2059,193,164,254,2025-12-01,2025-12-03,2198,2198,PAID,0
2060,284,165,255,2025-06-01,2025-06-08,1249,1249,PAID,0
2061,284,165,255,2025-07-01,2025-07-03,1249,1249,PAID,0
2062,284,165,255,2025-08-01,2025-08-04,1249,1249,PAID,0
2063,284,165,255,2025-09-01,2025-09-03,1249,1249,PAID,0
2064,284,165,255,2025-10-01,2025-10-05,1249,1249,PAID,0
2065,284,165,255,2025-11-01,2025-11-07,1249,1249,PAID,0
2066,284,165,255,2025-12-01,2025-12-08,1249,1249,PAID,0
2067,284,165,255,2026-01-01,2026-01-04,1249,1249,PAID,0
2068,284,165,255,2026-02-01,2026-02-04,1249,1249,PAID,0
2069,284,165,255,2026-03-01,2026-03-07,1249,1249,PAID,0
2070,284,165,255,2026-04-01,2026-04-02,1249,1249,PAID,0
2071,284,165,255,2026-05-01,2026-05-03,1249,1249,PAID,0
2072,663,166,256,2025-06-01,,2294,0,OVERDUE,362
2073,663,166,256,2025-07-01,,2294,0,PENDING,332
2074,663,166,256,2025-08-01,2025-08-01,2294,2294,PAID,0
2075,663,166,256,2025-09-01,,2294,0,OVERDUE,270
2076,663,166,256,2025-10-01,2025-10-05,2294,2294,PAID,0
2077,663,166,256,2025-11-01,2025-11-05,2294,2294,PAID,0
2078,663,166,256,2025-12-01,2025-12-05,2294,2294,PAID,0
2079,663,166,256,2026-01-01,2026-01-04,2294,2294,PAID,0
2080,663,166,256,2026-02-01,2026-02-04,2294,2294,PAID,0
2081,663,166,256,2026-03-01,2026-03-08,2294,2294,PAID,0
2082,663,166,256,2026-04-01,2026-04-07,2294,2294,PAID,0
2083,663,166,256,2026-05-01,2026-05-03,2294,2294,PAID,0
2084,918,167,257,2024-12-01,,2915,0,OVERDUE,544
2085,918,167,257,2025-01-01,2025-01-07,2915,2915,PAID,0
2086,918,167,257,2025-02-01,2025-02-02,2915,2915,PAID,0
2087,918,167,257,2025-03-01,2025-03-07,2915,2915,PAID,0
2088,918,167,257,2025-04-01,2025-04-06,2915,2915,PAID,0
2089,918,167,257,2025-05-01,2025-05-05,2915,2915,PAID,0
2090,918,167,257,2025-06-01,2025-06-05,2915,2915,PAID,0
2091,419,168,259,2025-07-01,,4112,0,OVERDUE,332
2092,419,168,259,2025-08-01,,4112,0,PENDING,301
2093,419,168,259,2025-09-01,2025-09-01,4112,4112,PAID,0
2094,419,168,259,2025-10-01,2025-10-06,4112,4112,PAID,0
2095,419,168,259,2025-11-01,,4112,0,OVERDUE,209
2096,419,168,259,2025-12-01,2025-12-01,4112,4112,PAID,0
2097,419,168,259,2026-01-01,2026-01-04,4112,4112,PAID,0
2098,419,168,259,2026-02-01,2026-02-06,4112,4112,PAID,0
2099,419,168,259,2026-03-01,2026-03-02,4112,4112,PAID,0
2100,419,168,259,2026-04-01,,4112,0,OVERDUE,58
2101,419,168,259,2026-05-01,,4112,0,OVERDUE,28
2102,631,169,260,2024-05-01,2024-05-01,1602,1602,PAID,0
2103,631,169,260,2024-06-01,2024-06-06,1602,1602,PAID,0
2104,631,169,260,2024-07-01,2024-07-02,1602,1602,PAID,0
2105,631,169,260,2024-08-01,2024-08-01,1602,1602,PAID,0
2106,631,169,260,2024-09-01,2024-09-01,1602,1602,PAID,0
2107,631,169,260,2024-10-01,2024-10-01,1602,1602,PAID,0
2108,631,169,260,2024-11-01,2024-11-02,1602,1602,PAID,0
2109,631,169,260,2024-12-01,2024-12-01,1602,1602,PAID,0
2110,631,169,260,2025-01-01,2025-01-02,1602,1602,PAID,0
2111,631,169,260,2025-02-01,2025-02-07,1602,1602,PAID,0
2112,631,169,260,2025-03-01,,1602,0,OVERDUE,454
2113,631,169,260,2025-04-01,2025-04-04,1602,1602,PAID,0
2114,631,169,260,2025-05-01,,1602,0,PENDING,393
2115,631,169,260,2025-06-01,2025-06-02,1602,1602,PAID,0
2116,631,169,260,2025-07-01,2025-07-04,1602,1602,PAID,0
2117,631,169,260,2025-08-01,2025-08-08,1602,1602,PAID,0
2118,631,169,260,2025-09-01,2025-09-01,1602,1602,PAID,0
2119,631,169,260,2025-10-01,2025-10-01,1602,1602,PAID,0
2120,1264,170,262,2024-01-01,2024-01-07,3066,3066,PAID,0
2121,1264,170,262,2024-02-01,2024-02-06,3066,3066,PAID,0
2122,1264,170,262,2024-03-01,2024-03-08,3066,3066,PAID,0
2123,1264,170,262,2024-04-01,2024-04-08,3066,3066,PAID,0
2124,1264,170,262,2024-05-01,2024-05-01,3066,3066,PAID,0
2125,1264,170,262,2024-06-01,2024-06-01,3066,3066,PAID,0
2126,1264,170,262,2024-07-01,2024-07-08,3066,3066,PAID,0
2127,1264,170,262,2024-08-01,,3066,0,PENDING,666
2128,1264,170,262,2024-09-01,2024-09-07,3066,3066,PAID,0
2129,1264,170,262,2024-10-01,,3066,0,OVERDUE,605
2130,1264,170,262,2024-11-01,2024-11-04,3066,3066,PAID,0
2131,1264,170,262,2024-12-01,2024-12-02,3066,3066,PAID,0
2132,1264,170,262,2025-01-01,2025-01-02,3066,3066,PAID,0
2133,1264,170,262,2025-02-01,2025-02-07,3066,3066,PAID,0
2134,1264,170,262,2025-03-01,2025-03-07,3066,3066,PAID,0
2135,1264,170,262,2025-04-01,2025-04-08,3066,3066,PAID,0
2136,1264,170,262,2025-05-01,,3066,0,PENDING,393
2137,1264,170,262,2025-06-01,2025-06-06,3066,3066,PAID,0
2138,1264,170,262,2025-07-01,2025-07-04,3066,3066,PAID,0
2139,1039,171,263,2024-05-01,2024-05-03,1265,1265,PAID,0
2140,1039,171,263,2024-06-01,2024-06-08,1265,1265,PAID,0
2141,1039,171,263,2024-07-01,,1265,0,PENDING,697
2142,1039,171,263,2024-08-01,2024-08-01,1265,1265,PAID,0
2143,1039,171,263,2024-09-01,2024-09-04,1265,1265,PAID,0
2144,1039,171,263,2024-10-01,2024-10-05,1265,1265,PAID,0
2145,1215,172,264,2024-02-01,2024-02-02,2912,2912,PAID,0
2146,1215,172,264,2024-03-01,2024-03-07,2912,2912,PAID,0
2147,1215,172,264,2024-04-01,2024-04-03,2912,2912,PAID,0
2148,1215,172,264,2024-05-01,2024-05-04,2912,2912,PAID,0
2149,1215,172,264,2024-06-01,2024-06-04,2912,2912,PAID,0
2150,1215,172,264,2024-07-01,2024-07-15,2912,1783,PARTIAL,0
2151,1215,172,264,2024-08-01,2024-08-03,2912,2912,PAID,0
2152,1215,172,264,2024-09-01,2024-09-07,2912,2912,PAID,0
2153,1215,172,264,2024-10-01,2024-10-03,2912,2912,PAID,0
2154,1215,172,264,2024-11-01,2024-11-08,2912,2912,PAID,0
2155,1215,172,264,2024-12-01,2024-12-01,2912,2912,PAID,0
2156,1215,172,264,2025-01-01,2025-01-06,2912,2912,PAID,0
2157,1159,173,265,2025-08-01,2025-08-05,2610,2610,PAID,0
2158,1159,173,265,2025-09-01,,2610,0,OVERDUE,270
2159,1159,173,265,2025-10-01,2025-10-08,2610,2610,PAID,0
2160,1159,173,265,2025-11-01,2025-11-04,2610,2610,PAID,0
2161,1159,173,265,2025-12-01,2025-12-04,2610,2610,PAID,0
2162,1159,173,265,2026-01-01,2026-01-06,2610,2610,PAID,0
2163,1159,173,265,2026-02-01,2026-02-08,2610,2610,PAID,0
2164,1159,173,265,2026-03-01,2026-03-07,2610,2610,PAID,0
2165,1159,173,265,2026-04-01,2026-04-04,2610,2610,PAID,0
2166,1159,173,265,2026-05-01,2026-05-02,2610,2610,PAID,0
2167,1825,174,266,2025-06-01,2025-06-01,4093,4093,PAID,0
2168,1825,174,266,2025-07-01,2025-07-03,4093,4093,PAID,0
2169,1825,174,266,2025-08-01,,4093,0,PENDING,301
2170,1825,174,266,2025-09-01,2025-09-05,4093,4093,PAID,0
2171,1825,174,266,2025-10-01,2025-10-04,4093,4093,PAID,0
2172,1825,174,266,2025-11-01,2025-11-08,4093,4093,PAID,0
2173,1825,174,266,2025-12-01,,4093,0,PENDING,179
2174,1825,174,266,2026-01-01,,4093,0,OVERDUE,148
2175,1825,174,266,2026-02-01,2026-02-08,4093,4093,PAID,0
2176,1825,174,266,2026-03-01,2026-03-01,4093,4093,PAID,0
2177,1825,174,266,2026-04-01,2026-04-04,4093,4093,PAID,0
2178,1825,174,266,2026-05-01,2026-05-03,4093,4093,PAID,0
2179,1951,175,268,2025-04-01,,1127,0,OVERDUE,423
2180,1951,175,268,2025-05-01,,1127,0,PENDING,393
2181,1951,175,268,2025-06-01,2025-06-02,1127,1127,PAID,0
2182,1951,175,268,2025-07-01,2025-07-05,1127,1127,PAID,0
2183,1951,175,268,2025-08-01,2025-08-03,1127,1127,PAID,0
2184,1951,175,268,2025-09-01,2025-09-08,1127,1127,PAID,0
2185,1951,175,268,2025-10-01,2025-10-07,1127,1127,PAID,0
2186,1951,175,268,2025-11-01,2025-11-01,1127,1127,PAID,0
2187,1951,175,268,2025-12-01,2025-12-02,1127,1127,PAID,0
2188,1951,175,268,2026-01-01,2026-01-01,1127,1127,PAID,0
2189,1951,175,268,2026-02-01,,1127,0,PENDING,117
2190,1951,175,268,2026-03-01,2026-03-05,1127,1127,PAID,0
2191,1951,175,268,2026-04-01,2026-04-05,1127,1127,PAID,0
2192,1951,175,268,2026-05-01,2026-05-08,1127,1127,PAID,0
2193,333,176,269,2024-08-01,2024-08-01,3854,3854,PAID,0
2194,333,176,269,2024-09-01,2024-09-08,3854,3854,PAID,0
2195,333,176,269,2024-10-01,,3854,0,PENDING,605
2196,333,176,269,2024-11-01,2024-11-08,3854,3854,PAID,0
2197,333,176,269,2024-12-01,2024-12-07,3854,2516,PARTIAL,0
2198,333,176,269,2025-01-01,,3854,0,PENDING,513
2199,333,176,269,2025-02-01,,3854,0,PENDING,482
2200,333,176,269,2025-03-01,,3854,0,OVERDUE,454
2201,333,176,269,2025-04-01,,3854,0,OVERDUE,423
2202,333,176,269,2025-05-01,2025-05-08,3854,3854,PAID,0
2203,333,176,269,2025-06-01,2025-06-06,3854,3854,PAID,0
2204,333,176,269,2025-07-01,2025-07-07,3854,3854,PAID,0
2205,333,176,269,2025-08-01,2025-08-07,3854,3854,PAID,0
2206,704,177,271,2024-10-01,2024-10-08,2360,2360,PAID,0
2207,704,177,271,2024-11-01,2024-11-01,2360,2360,PAID,0
2208,704,177,271,2024-12-01,2024-12-07,2360,2360,PAID,0
2209,704,177,271,2025-01-01,2025-01-04,2360,2360,PAID,0
2210,704,177,271,2025-02-01,2025-02-05,2360,2360,PAID,0
2211,704,177,271,2025-03-01,2025-03-06,2360,2360,PAID,0
2212,704,177,271,2025-04-01,2025-04-05,2360,2360,PAID,0
2213,704,177,271,2025-05-01,,2360,0,OVERDUE,393
2214,704,177,271,2025-06-01,2025-06-12,2360,1469,PARTIAL,0
2215,704,177,271,2025-07-01,2025-07-08,2360,2360,PAID,0
2216,704,177,271,2025-08-01,2025-08-03,2360,2360,PAID,0
2217,704,177,271,2025-09-01,2025-09-02,2360,2360,PAID,0
2218,704,177,271,2025-10-01,2025-10-05,2360,2360,PAID,0
2219,704,177,271,2025-11-01,2025-11-01,2360,2360,PAID,0
2220,704,177,271,2025-12-01,2025-12-06,2360,2360,PAID,0
2221,704,177,271,2026-01-01,2026-01-08,2360,2360,PAID,0
2222,704,177,271,2026-02-01,2026-02-07,2360,2360,PAID,0
2223,704,177,271,2026-03-01,2026-03-02,2360,2360,PAID,0
2224,704,177,271,2026-04-01,2026-04-02,2360,2360,PAID,0
2225,668,178,272,2024-09-01,2024-09-06,1323,1323,PAID,0
2226,668,178,272,2024-10-01,2024-10-02,1323,1323,PAID,0
2227,668,178,272,2024-11-01,2024-11-07,1323,1323,PAID,0
2228,668,178,272,2024-12-01,2024-12-03,1323,1323,PAID,0
2229,668,178,272,2025-01-01,2025-01-01,1323,1323,PAID,0
2230,668,178,272,2025-02-01,2025-02-03,1323,1323,PAID,0
2231,668,178,272,2025-03-01,2025-03-04,1323,1323,PAID,0
2232,458,179,275,2024-01-01,2024-01-08,2812,2812,PAID,0
2233,458,179,275,2024-02-01,,2812,0,OVERDUE,848
2234,458,179,275,2024-03-01,2024-03-04,2812,2812,PAID,0
2235,458,179,275,2024-04-01,2024-04-05,2812,2812,PAID,0
2236,458,179,275,2024-05-01,2024-05-04,2812,2812,PAID,0
2237,458,179,275,2024-06-01,2024-06-02,2812,2812,PAID,0
2238,458,179,275,2024-07-01,2024-07-02,2812,2812,PAID,0
2239,458,179,275,2024-08-01,2024-08-07,2812,2812,PAID,0
2240,458,179,275,2024-09-01,2024-09-02,2812,2812,PAID,0
2241,458,179,275,2024-10-01,,2812,0,PENDING,605
2242,458,179,275,2024-11-01,2024-11-07,2812,2812,PAID,0
2243,458,179,275,2024-12-01,2024-12-12,2812,1943,PARTIAL,0
2244,458,179,275,2025-01-01,2025-01-04,2812,2812,PAID,0
2245,458,179,275,2025-02-01,,2812,0,PENDING,482
2246,458,179,275,2025-03-01,2025-03-04,2812,2812,PAID,0
2247,458,179,275,2025-04-01,2025-04-08,2812,2812,PAID,0
2248,458,179,275,2025-05-01,2025-05-07,2812,2812,PAID,0
2249,458,179,275,2025-06-01,2025-06-03,2812,2812,PAID,0
2250,458,179,275,2025-07-01,2025-07-03,2812,2812,PAID,0
2251,458,179,275,2025-08-01,2025-08-06,2812,2812,PAID,0
2252,458,179,275,2025-09-01,2025-09-03,2812,2812,PAID,0
2253,458,179,275,2025-10-01,2025-10-13,2812,1737,PARTIAL,0
2254,458,179,275,2025-11-01,2025-11-01,2812,2812,PAID,0
2255,458,179,275,2025-12-01,,2812,0,PENDING,179
2256,1234,180,276,2024-04-01,2024-04-03,2930,2930,PAID,0
2257,1234,180,276,2024-05-01,2024-05-07,2930,2930,PAID,0
2258,1234,180,276,2024-06-01,2024-06-02,2930,2930,PAID,0
2259,1234,180,276,2024-07-01,2024-07-07,2930,2930,PAID,0
2260,1234,180,276,2024-08-01,,2930,0,PENDING,666
2261,1234,180,276,2024-09-01,2024-09-01,2930,2930,PAID,0
2262,1234,180,276,2024-10-01,2024-10-06,2930,2930,PAID,0
2263,1234,180,276,2024-11-01,2024-11-03,2930,2930,PAID,0
2264,1234,180,276,2024-12-01,2024-12-02,2930,2930,PAID,0
2265,1234,180,276,2025-01-01,2025-01-04,2930,2930,PAID,0
2266,1234,180,276,2025-02-01,2025-02-04,2930,2930,PAID,0
2267,1234,180,276,2025-03-01,2025-03-11,2930,2078,PARTIAL,0
2268,1234,180,276,2025-04-01,,2930,0,PENDING,423
2269,559,181,277,2025-10-01,,3144,0,OVERDUE,240
2270,559,181,277,2025-11-01,2025-11-04,3144,3144,PAID,0
2271,559,181,277,2025-12-01,,3144,0,PENDING,179
2272,559,181,277,2026-01-01,2026-01-01,3144,3144,PAID,0
2273,559,181,277,2026-02-01,2026-02-01,3144,3144,PAID,0
2274,559,181,277,2026-03-01,2026-03-04,3144,3144,PAID,0
2275,559,181,277,2026-04-01,2026-04-08,3144,3144,PAID,0
2276,559,181,277,2026-05-01,2026-05-01,3144,3144,PAID,0
2277,1375,182,278,2025-07-01,,1698,0,PENDING,332
2278,1375,182,278,2025-08-01,2025-08-01,1698,1698,PAID,0
2279,1375,182,278,2025-09-01,2025-09-04,1698,1698,PAID,0
2280,1375,182,278,2025-10-01,2025-10-05,1698,1698,PAID,0
2281,1375,182,278,2025-11-01,2025-11-03,1698,1698,PAID,0
2282,1375,182,278,2025-12-01,2025-12-01,1698,1698,PAID,0
2283,1375,182,278,2026-01-01,2026-01-04,1698,1698,PAID,0
2284,1375,182,278,2026-02-01,2026-02-05,1698,1698,PAID,0
2285,1375,182,278,2026-03-01,2026-03-08,1698,1698,PAID,0
2286,1375,182,278,2026-04-01,2026-04-02,1698,1698,PAID,0
2287,1375,182,278,2026-05-01,2026-05-07,1698,1698,PAID,0
2288,892,183,279,2024-12-01,2024-12-01,3464,3464,PAID,0
2289,892,183,279,2025-01-01,2025-01-02,3464,3464,PAID,0
2290,892,183,279,2025-02-01,2025-02-03,3464,3464,PAID,0
2291,892,183,279,2025-03-01,2025-03-07,3464,3464,PAID,0
2292,892,183,279,2025-04-01,2025-04-06,3464,3464,PAID,0
2293,892,183,279,2025-05-01,,3464,0,PENDING,393
2294,892,183,279,2025-06-01,,3464,0,PENDING,362
2295,892,183,279,2025-07-01,2025-07-08,3464,3464,PAID,0
2296,892,183,279,2025-08-01,,3464,0,OVERDUE,301
2297,892,183,279,2025-09-01,2025-09-18,3464,1847,PARTIAL,0
2298,892,183,279,2025-10-01,2025-10-06,3464,3464,PAID,0
2299,892,183,279,2025-11-01,,3464,0,OVERDUE,209
2300,892,183,279,2025-12-01,2025-12-02,3464,3464,PAID,0
2301,1287,184,282,2024-09-01,2024-09-06,3820,3820,PAID,0
2302,1287,184,282,2024-10-01,2024-10-04,3820,3820,PAID,0
2303,1287,184,282,2024-11-01,2024-11-04,3820,3820,PAID,0
2304,1287,184,282,2024-12-01,2024-12-07,3820,3820,PAID,0
2305,1287,184,282,2025-01-01,2025-01-04,3820,3820,PAID,0
2306,1287,184,282,2025-02-01,2025-02-05,3820,3820,PAID,0
2307,1287,184,282,2025-03-01,2025-03-07,3820,2189,PARTIAL,0
2308,1304,185,283,2024-03-01,2024-03-17,3975,1881,PARTIAL,0
2309,1304,185,283,2024-04-01,2024-04-04,3975,3975,PAID,0
2310,1304,185,283,2024-05-01,2024-05-07,3975,3975,PAID,0
2311,1304,185,283,2024-06-01,2024-06-06,3975,3975,PAID,0
2312,1304,185,283,2024-07-01,2024-07-02,3975,3975,PAID,0
2313,1304,185,283,2024-08-01,2024-08-08,3975,3975,PAID,0
2314,1304,185,283,2024-09-01,2024-09-02,3975,3975,PAID,0
2315,1304,185,283,2024-10-01,2024-10-08,3975,3975,PAID,0
2316,1304,185,283,2024-11-01,2024-11-03,3975,3975,PAID,0
2317,1304,185,283,2024-12-01,2024-12-04,3975,3975,PAID,0
2318,1304,185,283,2025-01-01,2025-01-04,3975,3975,PAID,0
2319,1304,185,283,2025-02-01,2025-02-06,3975,3975,PAID,0
2320,1304,185,283,2025-03-01,2025-03-07,3975,3975,PAID,0
2321,1304,185,283,2025-04-01,,3975,0,PENDING,423
2322,1304,185,283,2025-05-01,,3975,0,PENDING,393
2323,1304,185,283,2025-06-01,2025-06-07,3975,3975,PAID,0
2324,1304,185,283,2025-07-01,2025-07-03,3975,3975,PAID,0
2325,1304,185,283,2025-08-01,2025-08-07,3975,3975,PAID,0
2326,1304,185,283,2025-09-01,2025-09-01,3975,3975,PAID,0
2327,1304,185,283,2025-10-01,2025-10-04,3975,3975,PAID,0
2328,1304,185,283,2025-11-01,2025-11-07,3975,3975,PAID,0
2329,1304,185,283,2025-12-01,2025-12-07,3975,3975,PAID,0
2330,1304,185,283,2026-01-01,2026-01-11,3975,1659,PARTIAL,0
2331,1304,185,283,2026-02-01,2026-02-01,3975,3975,PAID,0
2332,1304,185,283,2026-03-01,2026-03-04,3975,3975,PAID,0
2333,19,186,285,2025-10-01,,3245,0,PENDING,240
2334,19,186,285,2025-11-01,2025-11-02,3245,3245,PAID,0
2335,19,186,285,2025-12-01,2025-12-06,3245,3245,PAID,0
2336,19,186,285,2026-01-01,2026-01-08,3245,3245,PAID,0
2337,19,186,285,2026-02-01,2026-02-07,3245,3245,PAID,0
2338,19,186,285,2026-03-01,2026-03-08,3245,3245,PAID,0
2339,19,186,285,2026-04-01,2026-04-01,3245,3245,PAID,0
2340,19,186,285,2026-05-01,2026-05-04,3245,3245,PAID,0
2341,1512,187,286,2024-05-01,,3707,0,OVERDUE,758
2342,1512,187,286,2024-06-01,2024-06-01,3707,3707,PAID,0
2343,1512,187,286,2024-07-01,2024-07-02,3707,3707,PAID,0
2344,1512,187,286,2024-08-01,,3707,0,OVERDUE,666
2345,1512,187,286,2024-09-01,,3707,0,OVERDUE,635
2346,1512,187,286,2024-10-01,2024-10-08,3707,3707,PAID,0
2347,1512,187,286,2024-11-01,2024-11-07,3707,3707,PAID,0
2348,611,188,287,2024-03-01,2024-03-04,2357,2357,PAID,0
2349,611,188,287,2024-04-01,2024-04-03,2357,2357,PAID,0
2350,611,188,287,2024-05-01,2024-05-06,2357,2357,PAID,0
2351,611,188,287,2024-06-01,,2357,0,PENDING,727
2352,611,188,287,2024-07-01,2024-07-02,2357,2357,PAID,0
2353,611,188,287,2024-08-01,2024-08-08,2357,2357,PAID,0
2354,611,188,287,2024-09-01,2024-09-02,2357,2357,PAID,0
2355,1816,189,288,2025-05-01,,3661,0,PENDING,393
2356,1816,189,288,2025-06-01,2025-06-07,3661,3661,PAID,0
2357,1816,189,288,2025-07-01,2025-07-06,3661,3661,PAID,0
2358,1816,189,288,2025-08-01,2025-08-01,3661,3661,PAID,0
2359,1816,189,288,2025-09-01,2025-09-03,3661,3661,PAID,0
2360,1816,189,288,2025-10-01,2025-10-03,3661,3661,PAID,0
2361,1816,189,288,2025-11-01,2025-11-08,3661,3661,PAID,0
2362,1816,189,288,2025-12-01,2025-12-08,3661,3661,PAID,0
2363,1816,189,288,2026-01-01,2026-01-08,3661,3661,PAID,0
2364,1816,189,288,2026-02-01,2026-02-16,3661,1622,PARTIAL,0
2365,1816,189,288,2026-03-01,2026-03-03,3661,3661,PAID,0
2366,1816,189,288,2026-04-01,2026-04-01,3661,3661,PAID,0
2367,1816,189,288,2026-05-01,2026-05-03,3661,3661,PAID,0
2368,280,190,290,2025-08-01,2025-08-01,3164,3164,PAID,0
2369,280,190,290,2025-09-01,2025-09-07,3164,3164,PAID,0
2370,280,190,290,2025-10-01,,3164,0,PENDING,240
2371,280,190,290,2025-11-01,2025-11-05,3164,3164,PAID,0
2372,280,190,290,2025-12-01,2025-12-01,3164,3164,PAID,0
2373,280,190,290,2026-01-01,2026-01-06,3164,3164,PAID,0
2374,280,190,290,2026-02-01,2026-02-03,3164,3164,PAID,0
2375,280,190,290,2026-03-01,2026-03-04,3164,3164,PAID,0
2376,280,190,290,2026-04-01,2026-04-04,3164,3164,PAID,0
2377,280,190,290,2026-05-01,,3164,0,PENDING,28
2378,1765,191,291,2025-01-01,2025-01-01,1316,1316,PAID,0
2379,1765,191,291,2025-02-01,2025-02-01,1316,1316,PAID,0
2380,1765,191,291,2025-03-01,2025-03-08,1316,1316,PAID,0
2381,1765,191,291,2025-04-01,2025-04-01,1316,1316,PAID,0
2382,1765,191,291,2025-05-01,,1316,0,OVERDUE,393
2383,1765,191,291,2025-06-01,,1316,0,PENDING,362
2384,1765,191,291,2025-07-01,,1316,0,PENDING,332
2385,1765,191,291,2025-08-01,,1316,0,OVERDUE,301
2386,1765,191,291,2025-09-01,2025-09-07,1316,1316,PAID,0
2387,1765,191,291,2025-10-01,2025-10-08,1316,1316,PAID,0
2388,1765,191,291,2025-11-01,2025-11-08,1316,1316,PAID,0
2389,1765,191,291,2025-12-01,,1316,0,OVERDUE,179
2390,1765,191,291,2026-01-01,2026-01-05,1316,1316,PAID,0
2391,1245,192,292,2024-03-01,2024-03-17,987,664,PARTIAL,0
2392,1245,192,292,2024-04-01,2024-04-02,987,987,PAID,0
2393,1245,192,292,2024-05-01,,987,0,PENDING,758
2394,1245,192,292,2024-06-01,2024-06-05,987,987,PAID,0
2395,1245,192,292,2024-07-01,2024-07-06,987,987,PAID,0
2396,1245,192,292,2024-08-01,,987,0,OVERDUE,666
2397,1245,192,292,2024-09-01,2024-09-08,987,987,PAID,0
2398,47,193,293,2025-09-01,2025-09-07,1274,1274,PAID,0
